Cod_mun,Código do Item Geográfico,Município,Ordem Geográfica,Ano,Totobit,ObitN,ObitP,População
260230,2602308,Bonito,26,2007,17,11,6,40122
260240,2602407,Brejão,27,2007,6,4,2,9094
260250,2602506,Brejinho,28,2007,1,1,,7168
260260,2602605,Brejo da Madre de Deus,29,2007,13,9,4,43979
260270,2602704,Buenos Aires,30,2007,2,2,,11620
260280,2602803,Buíque,31,2007,30,13,17,49314
260290,2602902,Cabo de Santo Agostinho,32,2007,47,33,14,175050
260300,2603009,Cabrobó,33,2007,9,7,2,29099
260310,2603108,Cachoeirinha,34,2007,7,6,1,18059
260320,2603207,Caetés,35,2007,7,4,3,27124
260330,2603306,Calçado,36,2007,3,1,2,13658
260340,2603405,Calumbi,37,2007,2,0,2,7248
260345,2603454,Camaragibe,38,2007,30,23,7,153635
260350,2603504,Camocim de São Félix,39,2007,4,0,4,16216
260360,2603603,Camutanga,40,2007,2,2,,8154
260370,2603702,Canhotinho,41,2007,2,1,1,25214
260380,2603801,Capoeiras,42,2007,9,6,3,19547
260390,2603900,Carnaíba,43,2007,12,8,4,17023
260392,2603926,Carnaubeira da Penha,44,2007,8,8,,9743
260400,2604007,Carpina,45,2007,17,9,8,71325
260410,2604106,Caruaru,46,2007,73,41,32,287611
260415,2604155,Casinhas,47,2007,5,3,2,14012
260420,2604205,Catende,48,2007,13,6,7,31035
260430,2604304,Cedro,49,2007,5,5,,10015
260440,2604403,Chã de Alegria,50,2007,5,4,1,11277
260450,2604502,Chã Grande,51,2007,1,1,,20886
260460,2604601,Condado,52,2007,9,5,4,24647
260470,2604700,Correntes,53,2007,7,4,3,17743
260480,2604809,Cortês,54,2007,4,3,1,12847
260490,2604908,Cumaru,55,2007,4,2,2,35556
260500,2605004,Cupira,56,2007,2,2,,22683
260510,2605103,Custódia,57,2007,17,10,7,30922
260515,2605152,Dormentes,58,2007,4,4,,15640
260520,2605202,Escada,59,2007,20,8,12,58618
260530,2605301,Exu,60,2007,12,8,4,32827
260540,2605400,Feira Nova,61,2007,8,7,1,19140
260550,2605509,Ferreiros,63,2007,,0,,10562
260560,2605608,Flores,64,2007,9,2,7,19988
260570,2605707,Floresta,65,2007,22,15,7,27761
260580,2605806,Frei Miguelinho,66,2007,3,1,2,12029
260590,2605905,Gameleira,67,2007,12,5,7,27719
260600,2606002,Garanhuns,68,2007,37,28,9,130009
260610,2606101,Glória do Goitá,69,2007,10,4,5,28185
260620,2606200,Goiana,70,2007,18,11,7,77154
260630,2606309,Granito,71,2007,2,1,1,6245
260640,2606408,Gravatá,72,2007,13,8,5,72197
260650,2606507,Iati,73,2007,10,4,4,16930
260660,2606606,Ibimirim,74,2007,19,10,9,21137
260670,2606705,Ibirajuba,75,2007,,0,,7343
260680,2606804,Igarassu,76,2007,19,16,3,93990
260690,2606903,Iguaracy,77,2007,4,3,1,11695
260760,2607604,Ilha de Itamaracá,78,2007,6,3,3,19477
260700,2607000,Inajá,79,2007,9,5,4,15195
260710,2607109,Ingazeira,80,2007,2,2,,4685
260720,2607208,Ipojuca,81,2007,26,11,15,71068
260730,2607307,Ipubi,82,2007,19,12,7,24586
260740,2607406,Itacuruba,83,2007,,0,,4035
260750,2607505,Itaíba,84,2007,16,13,3,26511
260765,2607653,Itambé,85,2007,9,5,4,35600
260770,2607703,Itapetim,86,2007,5,4,1,14004
260775,2607752,Itapissuma,87,2007,4,0,4,23270
260780,2607802,Itaquitinga,88,2007,4,4,,15738
260790,2607901,Jaboatão dos Guararapes,89,2007,142,105,36,661898
260795,2607950,Jaqueira,90,2007,9,4,5,12788
260800,2608008,Jataúba,91,2007,12,9,3,14822
260805,2608057,Jatobá,92,2007,9,7,2,14824
260810,2608107,João Alfredo,93,2007,6,2,4,26679
260820,2608206,Joaquim Nabuco,94,2007,10,5,5,16119
260825,2608255,Jucati,95,2007,4,2,2,11066
260830,2608305,Jupi,96,2007,6,3,3,12785
260840,2608404,Jurema,97,2007,9,3,6,14630
260850,2608453,Lagoa de Itaenga,98,2007,10,7,3,23285
260845,2608503,Lagoa do Carro,99,2007,1,0,1,14825
260860,2608602,Lagoa do Ouro,100,2007,6,2,4,10639
260870,2608701,Lagoa dos Gatos,101,2007,6,6,,15542
260875,2608750,Lagoa Grande,102,2007,12,8,4,22868
260880,2608800,Lajedo,103,2007,15,9,6,34324
260890,2608909,Limoeiro,104,2007,10,4,6,57569
260900,2609006,Macaparana,105,2007,5,4,1,23886
260910,2609105,Machados,106,2007,1,1,,10904
260915,2609154,Manari,107,2007,13,11,2,13760
260920,2609204,Maraial,108,2007,6,0,6,16442
260930,2609303,Mirandiba,109,2007,9,8,1,13338
261430,2614303,Moreilândia,110,2007,6,4,2,10464
260940,2609402,Moreno,111,2007,12,9,3,57783
260950,2609501,Nazaré da Mata,112,2007,9,8,1,31564
260960,2609600,Olinda,113,2007,122,87,35,390456
260970,2609709,Orobó,114,2007,2,0,2,23432
260980,2609808,Orocó,115,2007,12,7,5,10905
260990,2609907,Ouricuri,116,2007,41,26,15,59913
261000,2610004,Palmares,117,2007,26,14,12,54139
261010,2610103,Palmeirina,118,2007,5,2,3,10586
261020,2610202,Panelas,119,2007,9,4,5,24629
261030,2610301,Paranatama,120,2007,5,4,1,9446
261040,2610400,Parnamirim,121,2007,8,2,6,19750
261050,2610509,Passira,122,2007,5,5,,29133
261060,2610608,Paudalho,123,2007,10,5,5,49840
261070,2610707,Paulista,124,2007,57,43,14,305407
261080,2610806,Pedra,125,2007,11,6,5,20785
261090,2610905,Pesqueira,126,2007,24,17,7,57804
261100,2611002,Petrolândia,127,2007,24,18,6,32026
261110,2611101,Petrolina,128,2007,122,87,35,266268
261120,2611200,Poção,129,2007,4,0,4,12530
261130,2611309,Pombos,130,2007,5,3,2,25136
261140,2611408,Primavera,131,2007,1,0,1,12009
261150,2611507,Quipapá,132,2007,13,6,7,23004
261153,2611533,Quixaba,133,2007,4,3,1,6355
261160,2611606,Recife,134,2007,280,191,89,1528971
261170,2611705,Riacho das Almas,135,2007,5,2,3,18310
261180,2611804,Ribeirão,136,2007,15,9,6,41817
261190,2611903,Rio Formoso,137,2007,4,1,3,22246
261200,2612000,Sairé,138,2007,6,6,,15811
261210,2612109,Salgadinho,139,2007,2,2,,8167
261220,2612208,Salgueiro,140,2007,20,16,4,55281
261230,2612307,Saloá,141,2007,8,3,5,15142
261240,2612406,Sanharó,142,2007,8,5,3,16605
261245,2612455,Santa Cruz,143,2007,14,12,2,12010
261247,2612471,Santa Cruz da Baixa Verde,144,2007,9,5,4,9900
261250,2612505,Santa Cruz do Capibaribe,145,2007,16,10,6,76674
261255,2612554,Santa Filomena,146,2007,7,6,1,13789
261260,2612604,Santa Maria da Boa Vista,147,2007,13,8,5,45131
261270,2612703,Santa Maria do Cambucá,148,2007,5,3,2,12014
261280,2612802,Santa Terezinha,149,2007,6,2,4,10676
261290,2612901,São Benedito do Sul,150,2007,2,1,1,10975
261300,2613008,São Bento do Una,151,2007,14,5,9,48019
261310,2613107,São Caitano,152,2007,17,7,10,36681
261320,2613206,São João,153,2007,11,9,2,20449
261330,2613305,São Joaquim do Monte,154,2007,6,3,3,22014
261340,2613404,São José da Coroa Grande,155,2007,8,2,6,16044
261350,2613503,São José do Belmonte,156,2007,7,5,2,32191
261360,2613602,São José do Egito,157,2007,13,9,4,30144
261370,2613701,São Lourenço da Mata,158,2007,25,16,9,94263
261380,2613800,São Vicente Ferrer,159,2007,4,1,3,17568
261390,2613909,Serra Talhada,160,2007,46,32,14,69698
261400,2614006,Serrita,161,2007,8,7,1,16861
261410,2614105,Sertânia,162,2007,15,10,5,31779
261420,2614204,Sirinhaém,163,2007,17,8,9,32872
261440,2614402,Solidão,164,2007,2,2,,5321
261450,2614501,Surubim,165,2007,21,17,3,53645
261460,2614600,Tabira,166,2007,8,7,1,25205
261470,2614709,Tacaimbó,167,2007,6,3,3,14000
261480,2614808,Tacaratu,168,2007,7,4,3,16877
261485,2614857,Tamandaré,169,2007,9,4,5,19382
261500,2615003,Taquaritinga do Norte,170,2007,8,5,3,22019
261510,2615102,Terezinha,171,2007,6,3,3,5879
261520,2615201,Terra Nova,172,2007,3,2,1,8235
261530,2615300,Timbaúba,173,2007,19,9,10,56611
261540,2615409,Toritama,174,2007,8,4,4,27669
261550,2615508,Tracunhaém,175,2007,2,2,,12786
261560,2615607,Trindade,176,2007,19,14,5,24594
261570,2615706,Triunfo,177,2007,6,5,1,14737
261580,2615805,Tupanatinga,178,2007,17,12,5,22204
